"product_id","sku","name","description","category","subcategory","brand","price","cost","stock_quantity","weight_kg","length_cm","width_cm","height_cm","status","created_date","rating_average","review_count"
7062,"PRD-O80DLL-WVW","Original Backpack","Flexible solution adjusts to different situations","Furniture","Comics","StandSmart",150.95,106.99,152,9.49,65.3,13.6,83.1,"out_of_stock","2025-04-27",1.7,455
7063,"PRD-O80ZGY-LHD","Essential Phablet","Breakthrough innovations improve productivity","Organic","Safety","AthleteFirst",952.99,211.99,103,5.27,147.1,58.2,15.5,"out_of_stock","2024-09-26",3.8,811
7064,"PRD-O861Y0-UVE","Phablet","Steadfast reliability you can depend on always","Outdoors","Water Sports","SophisticateLux",771.95,5.99,389,16.44,76.9,107.4,30.4,"active","2020-08-14",3.1,3989
7065,"PRD-O89SWU-GHZ","LongSleeveShirt Speedy","Tremendous savings on equivalent alternatives","Beverages","Scarves","BeltBasics",1411.99,530.99,381,33.81,25.8,102.8,97.1,"active","2025-04-15",3.9,4293
7066,"PRD-O8YB3I-FCP","Dynamic WirelessMouse","Silent operation provides distraction-free experience","Storage","AthleticShoes","HairHaven",735.99,1090.99,16,30.89,54.9,16.0,16.4,"out_of_stock","2024-08-14",3.5,4307
7067,"PRD-O9070T-PVD","Watch Compact","Premium quality without premium price tag","Mens Fashion","Art","FanFresh",24.99,547.99,47,4.72,26.6,127.0,39.1,"active","2024-10-09",2.3,1195
7068,"PRD-O9J6OM-GAQ","Thunder InEarMonitor","Carefully crafted for sustained performance","Mobile Devices","Supplements","WorldClass",186.99,1466.99,407,42.97,21.4,70.8,85.0,"active","2021-01-25",4.9,4820
7069,"PRD-O9KX56-HCW","Mouse Red","Advanced technology for superior results","Audio Equipment","STEM","VIPChoice",805.99,858.95,366,42.59,104.6,55.2,33.2,"active","2022-12-22",3.0,2948
7070,"PRD-O9L0KI-GOL","Infinite WirelessMouse","Enjoyable experience motivates regular usage","Haircare","Lenses","ElectroMax",552.95,1052.99,170,23.01,149.4,85.2,44.9,"active","2022-01-12",4.9,4076
7071,"PRD-O9MXG3-ODZ","Luxury Ultrabook","Resilient design withstands extreme conditions","Beverages","Pilates","VitalsPlus",1940.99,971.95,170,6.84,45.5,149.3,46.8,"active","2022-10-12",1.4,3689
7072,"PRD-O9S1C1-ITG","Next SecurityCamera","Superior construction quality throughout","Automotive","BoardGames","QualitySeal",425.99,1061.95,196,27.12,18.9,24.1,77.9,"active","2021-09-03",3.8,1276
7073,"PRD-O9UL1H-QCS","Eternal Jeans Triple","Environmentally conscious manufacturing practices","Reference","Lighting","TailorMade",969.95,1110.99,83,35.2,159.5,9.2,98.8,"active","2024-10-01",4.2,461
7074,"PRD-O9UQ6S-SOA","Titan Desktop","Efficient energy consumption saves money","Clothing","Tools","EnergyEdge",1670.95,277.95,200,41.72,107.6,98.7,97.5,"active","2024-08-27",2.4,1565
7075,"PRD-OA0JDT-SXW","Beanie","Heavy-duty construction for demanding environments","Formal Wear","Cutlery","PerfumePass",493.99,619.95,189,17.02,12.3,28.0,27.8,"active","2021-01-08",2.1,1580
7076,"PRD-OA7DHW-HHV","Modern BasketballShoes XS","Recyclable materials reduce environmental burden","Automotive","Pillows","ExtenderEdge",1274.95,293.95,420,31.66,51.3,139.9,93.9,"active","2023-01-28",2.9,741
7077,"PRD-OABDCQ-IDW","Pro WirelessEarbuds","Powerful performance handles complex operations","Bedding","Tires","TurboWave",1089.95,187.99,357,21.81,105.0,24.5,63.1,"active","2025-11-05",2.1,2402
7078,"PRD-OAN5Q9-HWS","Professional Mouse Suite","Advanced algorithms optimize performance metrics","Beauty","Mystery","BeautyBliss",822.99,821.95,33,30.28,132.4,52.1,48.4,"coming_soon","2024-11-16",2.7,3586
7079,"PRD-OANY0C-LHX","Sleek TShirt White","Intelligent design responds to user needs","Maintenance","Yoga","BoutiqueBlend",1885.95,340.99,389,39.69,165.7,74.0,35.9,"active","2020-05-11",1.3,3289
7080,"PRD-OAQDQA-UPL","LongSleeveShirt","High-quality product designed for everyday use","Car Electronics","Cookware","InteriorPlus",1905.99,169.99,432,48.35,7.9,49.0,70.2,"discontinued","2024-12-03",1.7,4269
7081,"PRD-OAR31U-RCW","Stellar CargoPants Charged","Efficient energy consumption saves money","Gourmet","Graphic","SkinGlow",107.95,1481.95,264,33.8,172.8,27.7,60.4,"discontinued","2025-07-24",1.2,2423
7082,"PRD-OAU4C1-IFT","WearableCamera","Price-to-performance ratio unmatched","Mobile Devices","Keyboards","FlowerFresh",1875.99,968.99,348,33.36,156.2,43.4,10.6,"active","2023-06-17",3.5,3068
7083,"PRD-OAVFH7-VRG","Exclusive Boots Gold","Smart technology integration seamlessly included","Grocery","Blazers","ResistancePro",1752.99,1076.99,448,37.47,35.1,7.5,76.9,"discontinued","2021-08-10",4.2,319
7084,"PRD-OB22FU-QSY","Digital Tablet","Next-generation technology packed inside","Personal Care","Pillows","FlexFit",1748.99,617.99,177,39.6,81.7,82.8,97.9,"out_of_stock","2022-02-23",4.9,1912
7085,"PRD-OB2L7F-GMZ","Organic Monitor Family","High-quality product designed for everyday use","Formal Wear","Gym Equipment","EnduranceMax",438.95,998.99,230,6.06,67.8,118.5,40.5,"out_of_stock","2020-01-23",4.3,2213
7086,"PRD-OB4FVI-CXJ","Flawless CurvedMonitor S","Advanced technology for superior results","Formal Wear","Pajamas","StandSmart",1932.99,643.95,249,12.35,12.0,133.2,25.5,"discontinued","2021-08-24",3.1,1557
7087,"PRD-OBF9WQ-PIN","Immaculate AthleticShoes Charged","Balanced performance across all specifications","Networking","Accessories","SoundSync",1260.95,530.99,35,42.45,195.9,25.5,86.8,"active","2021-06-13",4.3,400
7088,"PRD-OBG2C8-RZT","Professional Vest Combo","Professional grade quality at an affordable price","Electronics","Building","WinnersBrand",761.95,146.99,340,31.45,147.8,21.5,47.0,"active","2025-08-12",1.9,1066
7089,"PRD-OBHVEU-IUJ","Trackpad Leather","Advanced algorithms optimize performance metrics","Games","Winter Sports","DashDesk",1139.95,1404.99,380,10.32,12.2,55.1,26.2,"active","2021-08-24",2.4,4638
7090,"PRD-OBQRUC-PKS","Zenith Hub","Futuristic technology available today","Reference","Vitamins","MinimalPure",134.99,1435.99,426,7.81,51.4,93.0,52.5,"out_of_stock","2024-06-07",1.0,3993
7091,"PRD-OBSI50-YLO","Professional Earbuds","Trendy design reflecting current market trends","Cycling","Socks","StorageSmart",1730.95,893.99,182,7.33,168.1,15.0,12.3,"active","2025-05-16",3.9,3055
7092,"PRD-OBTZ42-EYI","Giga Sweatshirt Family","Cutting-edge features elevate daily routines","Outdoors","Cooling","PrimeLine",1281.99,1402.95,452,44.94,123.3,23.9,56.5,"active","2025-09-20",4.6,1191
7093,"PRD-OBX276-SAT","Nexus Watch Combo","Artistic design combining form and function","Personal Care","Mystery","BathroomBliss",927.99,1335.99,212,21.72,35.3,143.3,87.4,"discontinued","2023-02-15",4.8,701
7094,"PRD-OBXLJF-SDC","Pristine ActivityMonitor RoseGold","Classic styling with modern sensibilities","Bedding","Shower Curtains","BulbBright",1015.99,432.99,264,45.08,159.9,24.1,59.7,"active","2023-01-06",2.1,278
7095,"PRD-OC620Z-CDH","BluetoothSpeaker","Breakthrough innovations improve productivity","Organic","Tents","SprintSpeed",657.99,1015.99,301,35.18,97.8,17.4,60.5,"active","2025-11-24",1.5,847
7096,"PRD-OCBBI6-IHX","Clean Earbuds","Simple setup requires minimal technical knowledge","Fitness Equipment","Mice","BagBrand",354.95,387.95,428,26.43,191.0,119.4,93.2,"discontinued","2023-10-24",1.6,817
7097,"PRD-OCGWIP-BRQ","Chic Planner","Environmental responsibility built into design","Grocery","Decor","KeyboardKey",440.99,1311.99,249,9.25,24.2,75.2,76.7,"active","2022-10-01",3.5,547
7098,"PRD-OCRWDM-KAU","Phablet","Responsive functionality with zero lag","Accessories","Dolls","NaturalNest",1160.95,1444.95,82,14.81,192.9,130.0,92.8,"active","2022-02-16",3.2,4700
7099,"PRD-OCSQ5H-LDF","Professional Netbook","Renewable energy powers production facilities","Storage","Skincare","PowderPro",83.95,1000.99,480,46.78,65.1,78.8,31.3,"active","2020-03-19",3.5,328
7100,"PRD-OCSVD4-YDP","Phone","Built to withstand rigorous daily demands","Fitness Equipment","ClockS","PointerPro",1941.99,164.99,129,43.86,150.8,136.6,60.7,"discontinued","2022-01-26",1.4,4539
7101,"PRD-OCVVOP-UVX","Signature Charger","Environmentally conscious manufacturing practices","Outdoors","Components","RegalBrand",1331.99,817.99,276,28.77,168.3,14.8,8.4,"active","2021-09-08",3.5,180
7102,"PRD-OCX9UY-YXI","Neo LaptopBag Medium","Durable and reliable for long-lasting performance","Bedding","Dishes","SmoothieSmooth",1603.99,1077.95,322,27.43,59.1,107.6,44.0,"out_of_stock","2020-09-21",2.8,168
7103,"PRD-OD8TXH-ZOB","Nexus MessengerBag","User-friendly design for all skill levels","Audiobooks","Cardigans","PotPlus",1393.95,1136.99,69,38.12,72.8,148.9,84.2,"active","2021-09-30",1.4,4265
7104,"PRD-ODDYA7-FOR","Windbreaker","Automated systems streamline daily tasks","Lighting","Desktops","NatureBlend",837.95,7.95,282,28.3,47.0,15.8,43.1,"out_of_stock","2020-01-18",1.7,1268
7105,"PRD-ODE861-RHF","Quantum Vest","Advanced algorithms optimize performance metrics","Health","DSLR","HerbHaven",323.95,560.99,396,23.26,45.9,9.3,64.6,"out_of_stock","2025-07-31",4.3,1242
7106,"PRD-ODLT7Q-HYT","Reliable BudgetPhone Gen3","Easy navigation simplifies learning curve","Personal Care","Bikes","ToothCare",1084.99,406.99,154,49.22,65.8,59.4,41.7,"active","2024-05-28",1.8,912
7107,"PRD-OEJO01-KAX","BaseballCap","Advanced technology for superior results","Kitchen Appliances","Makeup","EspressoPro",1939.95,450.95,58,9.77,73.1,16.1,67.8,"discontinued","2022-02-12",5.0,4435
7108,"PRD-OEMYIW-DFQ","Advanced KeyboardMouse","Artistic expression meets practical innovation","Educational Materials","Curtains","JewelryBox",1743.95,136.95,13,46.05,115.0,140.0,17.7,"active","2022-07-29",3.8,3123
7109,"PRD-OEN3FY-KUM","Lightning CargoPants","Versatile solution for multiple applications","Camping","Ties","CoffeeClass",1426.99,1412.99,302,27.79,62.0,55.0,76.1,"out_of_stock","2023-10-27",1.9,80
7110,"PRD-OER1P6-YLN","Eternal GamingMonitor","Professional grade durability at accessible prices","Outdoors","Pilates","AirFlow",1216.99,921.95,303,34.87,131.1,112.3,43.8,"active","2021-03-04",1.4,1601
7111,"PRD-OETE78-VYM","Supreme Blazer Standard","Versatile solution for multiple applications","Haircare","Tires","EyesElegant",645.99,1452.95,156,22.21,26.8,121.6,79.4,"active","2020-08-12",4.5,2947
7112,"PRD-OF2NJJ-AHY","Virtual Hat Triple","High-tech features simplified for easy operation","Clothing","ActionCameras","BeautyBliss",1344.95,798.99,256,1.86,129.2,77.7,86.4,"active","2025-02-16",4.8,4798
7113,"PRD-OF82R5-UKO","Exceptional Workstation","Carbon-neutral production methods employed","Mobile Devices","Microphones","SpringStyle",112.95,342.95,340,2.46,38.2,27.5,45.3,"active","2020-03-29",2.7,2976
7114,"PRD-OFC9UE-FJT","Force Scarf Anniversary","Scalable solution grows with your needs","Kitchenware","IndividualSports","ChocoCharm",1501.95,971.95,488,41.78,83.2,73.8,5.2,"active","2023-09-05",3.5,2578
7115,"PRD-OFCQZ9-KQA","Trackpad","Rapid processing speeds accelerate workflows","Computing","Tents","KnifeMaster",1202.99,1330.99,35,4.08,124.9,95.9,42.4,"out_of_stock","2023-08-18",2.3,3232
7116,"PRD-OFNNTZ-FOJ","Earbuds","Trendy design reflecting current market trends","Formal Wear","Graphic","PastryPro",1466.99,872.99,352,41.77,53.8,144.2,17.7,"out_of_stock","2025-11-30",3.3,1218
7117,"PRD-OFRW85-RLH","PoloShirt","Heavy-duty construction for demanding environments","Networking","Backpacks","ProSport",1854.99,756.95,76,3.43,156.2,85.2,35.0,"active","2020-02-20",3.0,2280
7118,"PRD-OFVQMF-BBE","Premium Notebook","Enhanced efficiency reduces operational costs","Gaming","Mirrorless","MaxCore",1380.99,465.95,39,3.49,133.2,94.3,57.6,"active","2022-05-22",2.4,229
7119,"PRD-OG7DWM-FZT","Coat","Satisfying user interface with logical layout","Networking","Tripods","CycleMax",565.99,261.99,355,30.56,66.8,20.6,91.6,"active","2021-08-08",1.2,1376
7120,"PRD-OGBYHW-IEG","Pencil M","Efficient energy consumption saves money","Audio Equipment","Shorts","EnergyEdge",1581.95,510.95,262,12.07,132.8,72.7,50.1,"active","2021-11-20",4.3,4265
7121,"PRD-OGHTV6-KWB","Virtual SmartGlasses Accelerated","Seamless operation across all conditions","Personal Care","Laptops","EnduranceMax",28.95,1020.95,497,33.28,18.2,123.2,66.3,"active","2021-06-10",4.9,681
7122,"PRD-OGLIMU-ZAM","Elegant RunningShoes HeavyDuty","Precision engineering ensures exact specifications","Beverages","Lighting","ShellStyle",1533.95,467.99,127,4.02,90.7,28.0,65.1,"coming_soon","2021-12-13",4.4,436
7123,"PRD-OGTJV5-XHQ","GamingMouse v2","Stable performance under all circumstances","Accessories","Blazers","BreadBliss",716.95,592.95,247,47.05,102.6,51.5,42.8,"out_of_stock","2024-09-04",1.9,4369
7124,"PRD-OHDLBO-LQJ","Storm RuggedPhone CarbonFiber","Superior construction quality throughout","Beauty","AthleticShoes","FutureStream",1190.95,1269.95,399,42.7,99.5,40.0,67.5,"coming_soon","2025-06-25",3.8,2298
7125,"PRD-OHM8P7-BLO","Ultra BaseballCap","Contemporary styling with timeless appeal","Audio Equipment","Supplements","SonicSpeed",201.95,447.99,462,42.06,52.6,67.2,30.4,"active","2025-09-21",2.7,1606
7126,"PRD-OHQR8M-LDE","Robust AllInOne","Classic styling with modern sensibilities","Wearables","PhoneHolders","KeyboardKey",1797.99,289.99,225,40.5,195.8,108.2,16.0,"active","2023-02-12",4.9,2276
7127,"PRD-OHX0Q2-ASL","ARGlasses Compact","Economic solution for budget-conscious buyers","Outdoors","Speakers","ToiletPlus",1140.95,1247.95,240,49.32,62.8,57.3,99.5,"active","2021-07-11",4.0,161
7128,"PRD-OHZI9H-SZT","Trusted MacBook","Durable and reliable for long-lasting performance","Beverages","Stands","ManiPedi",1041.95,133.95,185,16.91,110.6,38.8,79.1,"active","2020-05-26",4.4,2957
7129,"PRD-OI1UJ5-SAR","Eternal PhoneCase Purple","Biodegradable packaging minimizes waste impact","Books","HairCare","ValuePlus",1088.99,570.99,473,46.05,170.5,30.2,69.3,"active","2023-09-16",4.4,3607
7130,"PRD-OI6P5N-ING","Lightning Soundbar Gen3","Reliable operation in extreme environments","Haircare","Costumes","ArmourAce",597.99,1248.95,430,14.68,94.3,135.1,83.0,"active","2021-12-29",2.1,1763
7131,"PRD-OI6ZWN-EZZ","Trusted PoloShirt","Tremendous savings on equivalent alternatives","eBooks","Sunglasses","ChargePro",862.99,346.95,198,12.44,177.1,90.0,64.8,"out_of_stock","2023-10-29",1.6,2703
7132,"PRD-OIB93Z-FYL","Advanced RuggedPhone","Cross-platform compatibility ensures accessibility","Bedding","Boots","ScarfSilk",221.99,1275.99,335,33.4,68.6,91.0,56.3,"active","2022-03-05",4.5,3770
7133,"PRD-OIBEYH-MBL","Minimalist MidRangePhone Gold","Reliable operation in extreme environments","Educational Materials","Tripods","BrushBest",638.99,604.95,368,22.11,28.8,147.8,64.5,"active","2022-03-26",3.6,873
7134,"PRD-OIFY9O-WED","Book","Helpful documentation supports quick learning","Maintenance","Webcams","LotionLove",807.95,789.99,460,36.92,44.2,21.0,62.8,"out_of_stock","2021-03-22",2.6,1922
7135,"PRD-OIHR5I-DGU","AIpowered AthleticShorts","Smooth workflow eliminates frustration points","Beverages","Storage","NovaDesign",1831.99,473.99,316,18.5,48.5,49.5,9.2,"active","2022-04-12",3.1,1359
7136,"PRD-OIL8DZ-YQN","Signature Sneakers M","Easy navigation simplifies learning curve","Furniture","Sandals","VelocityPro",431.95,1203.99,257,45.71,79.1,109.0,11.6,"active","2021-04-06",2.2,887
7137,"PRD-OJ1EWH-WRK","Giga RuggedPhone Ultra","Rewarding experience encourages exploration","Beverages","Filters","CasualChic",167.99,309.99,381,27.58,151.8,87.6,40.7,"discontinued","2021-04-09",2.8,1422
7138,"PRD-OJDBZ1-CVA","Remarkable Monitor","Smooth operation without maintenance hassles","Home Decor","Costumes","CableConnect",1613.95,763.95,308,23.33,27.1,89.9,40.8,"active","2024-09-02",1.8,3931
7139,"PRD-OJE2B0-EWR","Titan Smartphone","Consistent output maintains quality standards","Food","Ties","LayerLuxe",1177.99,631.95,61,3.23,32.0,88.5,89.5,"active","2024-06-11",1.5,2096
7140,"PRD-OJIOZ5-WHP","Blazer Single","Renewable energy powers production facilities","Sports","Lenses","SpringStyle",24.99,880.99,127,17.97,117.4,30.6,67.9,"out_of_stock","2023-09-22",3.9,3547
7141,"PRD-OJJB4D-ZPP","Soundbar","Cutting-edge features elevate daily routines","Footwear","Netbooks","SmartLife",777.99,357.99,270,12.93,76.3,83.0,51.7,"out_of_stock","2023-11-12",4.3,3443
7142,"PRD-OJYN8I-LLN","Advanced ToteBag Large","Optimal settings maximized for user convenience","Bathroom","Mattresses","VitaminVision",1845.95,1267.95,304,41.52,158.2,71.5,70.6,"out_of_stock","2022-03-22",2.6,836
7143,"PRD-OJZKF8-PYW","Platinum GamingRig","Streamlined functionality eliminates complexity","Puzzles","Socks","SheetSmooth",700.95,5.99,246,4.97,67.2,64.9,9.7,"coming_soon","2023-10-20",1.5,3383
7144,"PRD-OK1K9U-AFJ","Digital Planner","Reliable functionality for critical applications","Clothing","Tools","CycleMax",477.99,1491.95,273,40.46,22.6,13.7,72.3,"active","2021-08-10",2.9,3995
7145,"PRD-OK24Q2-VRS","FitnessTracker","Investment in quality that pays dividends","Educational Materials","PSU","TeethTreat",756.95,157.99,447,2.84,69.0,110.4,47.2,"out_of_stock","2021-09-09",3.0,3710
7146,"PRD-OK2HNQ-UJH","AIpowered MiniPC","Dependable functionality year after year","Clothing","Shirts","PowerFit",1074.99,1296.95,14,33.5,167.1,147.9,39.6,"active","2024-07-27",4.3,3673
7147,"PRD-OK5ASL-TDC","Radiant PhoneCase Suite","Environmental responsibility built into design","Puzzles","Backpacks","ReachPlus",1279.99,956.99,200,43.81,175.9,62.5,47.6,"out_of_stock","2024-05-23",2.2,1324
7148,"PRD-OK5HNV-HYD","Beanie Suite","Enjoyable experience motivates regular usage","Formal Wear","Pants","NostalgiaWorks",896.99,436.99,379,30.63,41.7,27.8,32.8,"active","2025-06-02",1.6,2372
7149,"PRD-OK6K3T-QDP","Professional DSLR Set","Built to withstand rigorous daily demands","Childrens Clothing","Filters","DishWare",200.95,1372.95,254,42.76,40.3,18.7,46.8,"discontinued","2020-08-30",2.8,2526
7150,"PRD-OK6M1W-GAT","FlipPhone","Contemporary styling with timeless appeal","Skincare","Outerwear","NatureBlend",553.99,474.99,444,14.56,8.8,88.8,90.9,"active","2024-03-25",1.6,3416
7151,"PRD-OKASCG-MRB","Harmony Monitor","Proven durability in real-world applications","Personal Care","Gloves","SoapSmooth",778.99,286.95,23,30.48,104.7,53.4,65.1,"out_of_stock","2023-10-26",3.5,2417
7152,"PRD-OKHSFQ-WLH","Diamond MessengerBag Black","Connected features for seamless integration","Personal Care","Boots","ButterBliss",1985.99,688.99,253,30.0,84.2,80.2,99.0,"active","2024-04-30",4.3,919
7153,"PRD-OKRPGK-WLW","Robust Monitor4K","Environmentally conscious manufacturing practices","Automotive","Vinyl","BiodynamicFit",1082.95,1290.95,500,43.44,28.1,37.0,95.5,"out_of_stock","2023-07-14",3.1,4934
7154,"PRD-OKT129-GFU","Titan Monitor4K Biodegradable","Bold design statement for fashion forward users","Health","Curtains","SmartMind",429.99,603.99,172,8.69,156.5,75.7,86.7,"out_of_stock","2024-07-18",2.3,4836
7155,"PRD-OKU5ZU-TLW","Meta Sandals","Clean lines and refined proportions throughout","Sports","Outerwear","PillowPro",1209.95,1000.99,463,18.08,26.6,106.7,90.2,"active","2021-07-09",4.5,3022
7156,"PRD-OKYAPL-OUU","Storm Backpack","Environmental responsibility built into design","Car Electronics","Ultrabooks","PillowPro",785.99,900.99,451,6.14,84.9,41.8,77.7,"out_of_stock","2025-07-10",2.0,4039
7157,"PRD-OL0A27-LEC","Smart ToteBag","Green manufacturing processes throughout","Footwear","Pilates","SoundSync",441.95,329.95,353,41.75,25.6,6.5,34.9,"active","2024-11-27",1.9,2563
7158,"PRD-OLA326-VIO","Tablet","Affordable luxury for everyday enjoyment","Board Games","Supplements","FitnessPro",736.99,199.95,414,44.9,68.3,29.1,74.7,"active","2020-06-17",1.7,1574
7159,"PRD-OLA6Z1-BXX","Cyber Ultrabook","Intuitive technology interface for all skill levels","Mens Fashion","Gloves","PilatesCore",140.95,636.95,347,8.66,106.7,52.9,32.6,"active","2025-06-23",1.6,1287
7160,"PRD-OLA92P-JYI","Vibrant SmartGlasses","Rapid processing speeds accelerate workflows","Gaming","AthleticShoes","SpaceMaster",1344.95,1371.95,378,36.84,53.7,112.0,61.8,"active","2023-03-09",2.3,3143
7161,"PRD-OLF9XC-HDO","Blazer Rapid","High-tech features simplified for easy operation","Grocery","Desktops","BaseLayer",1893.99,1459.95,252,12.21,78.7,65.2,7.2,"active","2024-10-31",2.4,2522
7162,"PRD-OLHX4P-DUZ","Inferno Vest","Environmental responsibility built into design","Beauty","Laptops","OvenOrange",1206.95,624.99,147,28.44,185.6,69.8,96.9,"active","2023-01-20",1.1,139
7163,"PRD-OLNZ89-VBW","Force SmartGlasses Suite","Advanced technology for superior results","Womens Fashion","Shorts","RunningLegend",1075.99,363.95,10,43.78,126.5,110.2,70.3,"discontinued","2024-06-23",4.6,3108
7164,"PRD-OLQOG3-NHJ","Vest Powered","Advanced processors deliver rapid performance","Games","Utensils","WatchMaster",592.99,76.95,158,19.67,110.0,25.7,34.5,"active","2021-01-04",4.7,1457
7165,"PRD-OLQX94-XWL","Virtual PowerBank Compact","Outstanding value delivers superior benefits","Beauty","Mystery","RackRest",696.99,574.99,301,49.65,175.9,138.6,90.6,"active","2022-03-19",2.9,768
7166,"PRD-OLSNMW-YBO","Shorts","Chic appearance suitable for any environment","Reference","Gloves","ThreadPro",413.99,271.99,240,13.16,195.3,82.2,98.5,"active","2024-10-12",3.3,4471
7167,"PRD-OLUU2U-LOW","Titan PowerBank","Heavy-duty construction for demanding environments","Beauty","Mirrorless","BiodynamicFit",1601.95,1434.95,36,22.4,153.8,6.7,68.0,"active","2023-11-16",4.1,533
7168,"PRD-OM5O30-NBL","Innovation Mouse Ultra","Rapid processing speeds accelerate workflows","Cycling","Sunglasses","ApplianceMax",1856.99,580.99,217,44.05,62.7,36.7,82.1,"out_of_stock","2024-05-12",2.5,1433
7169,"PRD-OM6IZC-XYO","Flawless SmartRing","Breakthrough innovations improve productivity","Formal Wear","Lighting","StyleHub",773.95,1454.95,456,15.83,5.2,74.4,73.0,"active","2023-10-05",1.1,756
7170,"PRD-OMH7GN-KHH","Premium SmartBand","Helpful documentation supports quick learning","Beauty","Sheets","RunningLegend",1394.99,1217.99,38,33.73,150.2,76.9,46.9,"active","2021-07-13",3.0,441
7171,"PRD-OMHKA0-RPG","Force SmartBand Oversized","Green manufacturing processes throughout","Cycling","Blazers","MoistureMax",1789.99,587.95,481,29.32,94.2,129.0,15.5,"active","2022-10-22",4.6,4935
7172,"PRD-OMMZJI-VBB","Thunder TShirt","Economic solution for budget-conscious buyers","Haircare","Dishes","ThreadPro",1639.95,1371.99,26,42.15,64.4,89.9,26.1,"coming_soon","2021-12-15",1.3,3845
7173,"PRD-OMN7OW-UQF","BasketballShoes Anniversary","Green manufacturing processes throughout","Accessories","Loafers","CaseCraft",1218.99,1174.99,7,11.58,198.9,124.4,37.0,"active","2022-08-23",1.0,539
7174,"PRD-OND5MF-IHI","Book","Environmentally conscious manufacturing practices","Furniture","Socks","VentVibe",1017.99,1244.95,446,37.35,181.1,100.1,25.1,"active","2021-12-04",3.3,2879
7175,"PRD-ONL88M-CQX","Modern Workstation","Organic shapes inspire natural harmony","Audiobooks","Plants","ModernEssence",1742.99,1364.95,240,12.18,92.0,64.8,45.6,"out_of_stock","2021-12-29",2.4,1935
7176,"PRD-ONO2NZ-SIH","Hub","Innovative features for enhanced user experience","Clothing","PowerBanks","MilkMoment",1731.99,813.99,365,9.68,115.3,57.3,15.0,"active","2022-09-23",5.0,4697
7177,"PRD-OO1ID2-WJK","Rocket FitnessTracker","Comfortable ergonomics for extended use","Womens Fashion","Keyboards","AdultStyle",864.99,20.99,164,15.48,20.6,126.5,95.1,"active","2020-09-09",1.9,1152
7178,"PRD-OO3A1B-HVD","Classic InEarMonitor Waterproof","Smooth operation without maintenance hassles","Food","Tents","HubHaven",263.95,33.99,445,45.22,190.4,147.4,83.1,"coming_soon","2020-02-22",2.1,3409
7179,"PRD-OO8FCO-YNB","Radiant ARGlasses Air","Cross-platform compatibility ensures accessibility","eBooks","AthleticShoes","ResistancePro",1238.95,107.95,286,14.76,70.4,71.6,85.9,"active","2023-01-21",4.1,1206
7180,"PRD-OOAB8J-QDQ","Revolution Loafers","Price-to-performance ratio unmatched","Maintenance","Rugs","GreenGourmet",1823.95,810.99,424,30.26,162.3,109.6,72.1,"coming_soon","2023-04-07",3.2,4417
7181,"PRD-OOBCDW-PQC","Cosmic SecurityCamera XS","Ethical sourcing ensures fair trade practices","Grocery","Lighting","ZenHome",164.95,632.95,413,25.15,91.9,117.9,30.7,"active","2024-09-22",1.5,1827
7182,"PRD-OOFS44-SSP","CasualShoes Supercharged","Comfortable ergonomics for extended use","Childrens Clothing","FilmCameras","MilkMoment",1261.99,291.99,238,23.83,65.3,23.7,19.1,"active","2023-08-19",1.5,1483
7183,"PRD-OOGQCI-TXU","Serene Workstation","Intuitive interface makes operation effortless","Home Decor","Accessories","FashionForce",755.99,1374.95,417,20.64,121.4,74.8,69.7,"out_of_stock","2023-03-16",3.5,2142
7184,"PRD-OOQAOE-CGL","Sonic Mouse Anniversary","Recyclable materials reduce environmental burden","Health","Soundbars","SilkSoft",1965.99,1255.99,301,35.99,58.2,25.3,94.2,"discontinued","2024-01-13",3.4,3273
7185,"PRD-OOTN1W-GVC","VRHeadset","Adaptable features customize to preferences","Educational Materials","Gym Equipment","WinnersBrand",283.99,213.95,87,48.73,104.6,83.7,57.2,"active","2023-05-17",3.5,4825
7186,"PRD-OOXVXF-ZLR","Sweatshirt","Premium craftsmanship with attention to detail","Outdoors","AudioCables","ChargePro",105.95,391.95,203,38.57,35.8,126.9,7.0,"active","2020-06-02",4.6,2176
7187,"PRD-OOYMT6-ENP","Nexus Blazer StainlessSteel","Balanced performance across all specifications","Lighting","Sandals","GlovePro",1363.95,1021.99,369,29.09,120.2,22.5,20.1,"active","2024-12-16",2.5,4471
7188,"PRD-OOZK1Y-JKT","Flawless CrossbodyBag","Environmentally conscious manufacturing practices","Wearables","RunningShoes","PowerFit",743.95,35.99,67,20.38,110.9,104.9,12.5,"active","2024-09-18",3.5,2731
7189,"PRD-OP34D1-TLE","Neo Charger","Rewarding experience encourages exploration","Haircare","Fragrances","TasteTown",387.95,536.95,354,3.94,170.3,139.0,33.9,"out_of_stock","2022-08-24",4.3,3433
7190,"PRD-OPIGVI-KNA","Clean Convertible","Adaptable design accommodates various uses","Electronics","Batteries","AirFlow",1037.99,831.99,491,14.35,140.3,18.4,91.7,"active","2025-04-22",4.4,642
7191,"PRD-OPQVX6-RMM","Signature CasualShoes","Environmental responsibility built into design","Outdoors","Accessories","ArmourAce",1332.99,929.99,17,29.51,151.7,136.9,71.0,"active","2022-07-19",4.3,216
